,location,total_sqft,bath,price,bhk
4786,Kalyan nagar,1375.0,3.0,75.0,3
4787,Kalyan nagar,820.0,2.0,39.0,2
4788,Kalyan nagar,3800.0,5.0,300.0,4
4789,Kalyan nagar,1640.0,3.0,88.0,3
4791,Kalyan nagar,1080.0,2.0,73.0,2
4792,Kalyan nagar,2422.0,3.0,150.0,4
4793,Kalyan nagar,1280.0,2.0,48.0,2
4795,Kalyan nagar,1198.0,2.0,65.0,2
4796,Kalyan nagar,1250.0,2.0,65.0,2
4797,Kalyan nagar,1190.0,2.0,60.0,2
4798,Kalyan nagar,1086.0,2.0,44.5,2
4799,Kalyan nagar,2285.0,4.0,165.0,3
4800,Kalyan nagar,1100.0,2.0,70.0,2
4801,Kalyan nagar,8840.0,2.0,300.0,2
4802,Kambipura,883.0,2.0,45.0,2
4803,Kambipura,883.0,2.0,29.0,2
4804,Kambipura,1082.0,2.0,57.5,3
4805,Kambipura,1082.0,2.0,56.0,3
4806,Kambipura,883.0,2.0,45.0,2
4808,Kambipura,883.0,2.0,39.0,2
4809,Kambipura,883.0,2.0,45.0,2
4810,Kambipura,883.0,2.0,39.0,2
4811,Kambipura,1082.0,2.0,55.0,3
4813,Kambipura,883.0,2.0,37.0,2
4814,Kambipura,883.0,2.0,44.0,2
4815,Kambipura,883.0,2.0,37.0,2
4818,Kambipura,883.0,2.0,39.0,2
4819,Kambipura,883.0,2.0,37.01,2
4820,Kambipura,883.0,2.0,39.0,2
4821,Kambipura,883.0,2.0,45.0,2
4822,Kambipura,883.0,2.0,49.0,2
4823,Kambipura,883.0,2.0,39.0,2
4824,Kambipura,1082.0,2.0,55.0,3
4825,Kambipura,883.0,2.0,49.0,2
4826,Kammanahalli,2845.0,5.0,140.0,5
4827,Kammanahalli,1666.0,4.0,150.0,5
4828,Kammanahalli,1160.0,2.0,52.0,2
4829,Kammanahalli,700.0,1.0,59.0,1
4830,Kammanahalli,1200.0,2.0,80.0,2
4831,Kammanahalli,1100.0,2.0,60.0,2
4832,Kammanahalli,1200.0,1.0,81.0,2
4833,Kammanahalli,2900.0,4.0,200.0,4
4834,Kammanahalli,1600.0,4.0,200.0,4
4835,Kammanahalli,1200.0,3.0,80.0,2
4836,Kammasandra,1595.0,3.0,65.0,3
4837,Kammasandra,810.0,2.0,24.5,2
4838,Kammasandra,674.0,2.0,33.0,2
4839,Kammasandra,657.5,1.0,18.41,1
4840,Kammasandra,674.0,2.0,29.0,2
4841,Kammasandra,912.0,2.0,39.0,3
4842,Kammasandra,1156.0,2.0,32.0,2
4843,Kammasandra,870.0,2.0,24.0,2
4844,Kammasandra,1200.0,2.0,66.0,2
4845,Kammasandra,1018.0,2.0,23.45,2
4846,Kammasandra,990.0,2.0,31.5,2
4848,Kammasandra,930.0,2.0,25.0,2
4849,Kammasandra,992.0,2.0,25.79,2
4850,Kammasandra,1030.0,1.0,25.75,2
4852,Kammasandra,1015.0,2.0,37.0,2
4854,Kammasandra,1080.0,2.0,31.99,2
4855,Kammasandra,1415.0,2.0,60.0,2
4856,Kammasandra,1200.0,6.0,60.0,4
4857,Kammasandra,1057.0,2.0,35.0,2
4858,Kammasandra,982.0,2.0,25.53,2
4859,Kammasandra,1500.0,3.0,65.0,3
4860,Kammasandra,985.0,2.0,40.5,2
4861,Kammasandra,940.0,2.0,35.0,2
4863,Kammasandra,610.0,1.0,18.5,1
4864,Kanakapura,1419.0,3.0,75.0,3
4865,Kanakapura,711.0,1.0,36.0,1
4866,Kanakapura,711.0,1.0,38.0,1
4867,Kanakapura,929.0,2.0,46.0,2
4868,Kanakapura,1090.0,2.0,32.69,2
4869,Kanakapura,551.0,1.0,30.0,1
4870,Kanakapura,1020.0,2.0,42.83,2
4871,Kanakapura,1699.0,3.0,97.0,3
4873,Kanakapura,1130.0,2.0,45.2,2
4874,Kanakapura,1476.0,3.0,75.0,3
4876,Kanakapura,1295.0,2.0,64.0,2
4877,Kanakapura,1160.0,2.0,46.39,2
4878,Kanakapura,1277.0,2.0,55.0,2
4879,Kanakapura,1151.0,2.0,59.0,2
4880,Kanakapura,1110.0,2.0,38.85,2
4881,Kanakapura,1938.0,3.0,113.0,3
4882,Kanakapura,945.0,2.0,47.0,2
4883,Kanakapura,1190.0,2.0,39.0,2
4884,Kanakapura,1254.0,2.0,70.0,3
4885,Kanakapura,1500.0,3.0,125.0,3
4886,Kanakapura,2200.0,3.0,121.0,3
4887,Kanakapura,1340.0,2.0,65.0,2
4889,Kanakapura,1450.0,3.0,75.0,3
4891,Kanakapura,1130.0,2.0,45.2,2
4892,Kanakapura,1090.0,2.0,38.15,2
4893,Kanakapura,1283.0,2.0,68.0,2
4894,Kanakapura,2130.0,4.0,120.0,4
4896,Kanakapura,1120.0,2.0,39.2,2
4897,Kanakapura,1017.0,2.0,66.0,2
4899,Kanakapura,938.0,1.0,50.0,1
4901,Kanakapura,825.0,1.0,35.475,1
4902,Kanakapura,1938.0,3.0,113.0,3
4903,Kanakapura,1090.0,2.0,38.15,2
4904,Kanakapura,1489.0,2.0,70.0,3
4905,Kanakapura,1477.0,2.0,69.5,3
4907,Kanakpura Road,1330.74,2.0,91.79,2
4910,Kanakpura Road,950.0,2.0,57.0,2
4913,Kanakpura Road,525.0,1.0,26.0,1
4915,Kanakpura Road,525.0,2.0,21.53,1
4919,Kanakpura Road,525.0,1.0,27.25,1
4921,Kanakpura Road,525.0,1.0,30.0,1
4923,Kanakpura Road,1339.0,2.0,75.0,2
4925,Kanakpura Road,525.0,1.0,26.0,1
4928,Kanakpura Road,1290.0,2.0,74.0,2
4932,Kanakpura Road,2689.0,6.0,220.0,4
4941,Kanakpura Road,1495.0,2.0,90.0,2
4947,Kanakpura Road,1331.0,2.0,107.0,2
4948,Kanakpura Road,1296.0,2.0,89.0,2
4951,Kanakpura Road,1297.0,2.0,105.0,2
4952,Kanakpura Road,1673.0,3.0,115.0,3
4953,Kanakpura Road,825.0,1.0,36.29,1
4956,Kanakpura Road,1592.0,3.0,125.0,3
4967,Kanakpura Road,1230.0,2.0,85.0,2
4970,Kanakpura Road,1366.0,3.0,76.85,2
4972,Kanakpura Road,525.0,1.0,25.0,1
4978,Kanakpura Road,1296.0,2.0,89.06,2
4982,Kanakpura Road,525.0,1.0,30.0,1
4984,Kanakpura Road,1051.0,2.0,56.74,2
4985,Kanakpura Road,525.0,1.0,30.0,1
4988,Kanakpura Road,1591.0,3.0,115.0,3
4989,Kanakpura Road,1299.0,2.0,85.0,2
4994,Kanakpura Road,700.0,2.0,40.0,2
4996,Kanakpura Road,458.0,1.0,19.695,1
4999,Kanakpura Road,1591.0,3.0,120.0,3
5001,Kanakpura Road,1207.0,2.0,79.9,2
5005,Kanakpura Road,1290.0,2.0,80.0,2
5013,Kanakpura Road,1366.0,2.0,83.0,2
5014,Kanakpura Road,700.0,2.0,40.0,2
5016,Kanakpura Road,2689.0,6.0,245.0,4
5019,Kanakpura Road,670.0,1.0,35.0,1
5021,Kanakpura Road,1300.0,2.0,89.76,2
5022,Kanakpura Road,1706.0,3.0,135.0,3
5025,Kanakpura Road,2100.0,3.0,140.0,3
5030,Kanakpura Road,525.0,1.0,30.0,1
5034,Kanakpura Road,525.0,2.0,27.0,1
5038,Kanakpura Road,712.0,1.0,38.44,1
5039,Kanakpura Road,1330.0,2.0,107.0,2
5047,Kanakpura Road,1339.0,2.0,85.0,2
5049,Kanakpura Road,525.0,1.0,27.0,1
5050,Kanakpura Road,1593.0,3.0,118.0,3
5051,Kanakpura Road,525.0,1.0,27.5,1
5052,Kanakpura Road,1591.0,3.0,122.0,3
5053,Kanakpura Road,1691.2,3.0,115.0,3
5056,Kanakpura Road,1296.0,2.0,89.0,2
5057,Kanakpura Road,525.0,1.0,26.25,1
5058,Kanakpura Road,381.0,1.0,28.0,1
5059,Kanakpura Road,1603.0,3.0,113.0,3
5061,Kanakpura Road,525.0,1.0,26.0,1
5063,Kanakpura Road,1703.0,3.0,130.0,3
5065,Kanakpura Road,525.0,2.0,29.25,1
5068,Kanakpura Road,1328.0,2.0,91.06,2
5070,Kanakpura Road,1204.0,2.0,82.0,2
5073,Kanakpura Road,1703.0,3.0,130.0,3
5075,Kanakpura Road,2254.0,3.0,170.0,3
5078,Kanakpura Road,1700.0,3.0,120.0,3
5079,Kanakpura Road,1592.0,3.0,125.0,3
5085,Kanakpura Road,2000.0,2.0,180.0,3
5089,Kanakpura Road,381.0,1.0,28.0,1
5092,Kanakpura Road,700.0,2.0,41.0,2
5096,Kanakpura Road,700.0,1.0,41.0,2
5098,Kanakpura Road,1703.0,3.0,126.0,3
5100,Kanakpura Road,1328.0,2.0,107.0,2
5102,Kanakpura Road,1140.0,2.0,65.0,2
5104,Kanakpura Road,3170.0,4.0,250.0,4
5105,Kanakpura Road,700.0,2.0,40.0,2
5108,Kanakpura Road,1299.0,2.0,105.0,2
5109,Kanakpura Road,525.0,1.0,26.01,1
5115,Kanakpura Road,1698.0,2.0,105.0,2
5118,Kanakpura Road,458.0,1.0,33.66,1
5121,Kanakpura Road,1167.0,2.0,63.0,2
5127,Kanakpura Road,1296.0,2.0,105.0,2
5132,Kanakpura Road,1430.0,2.0,78.0,2
5134,Kanakpura Road,2546.0,3.0,170.0,3
5137,Kanakpura Road,525.0,2.0,27.0,1
5142,Kanakpura Road,1329.0,2.0,107.0,2
5155,Kanakpura Road,1299.0,2.0,89.63,2
5156,Kanakpura Road,850.0,1.0,37.32,1
5160,Kanakpura Road,525.0,1.0,30.0,1
5163,Kanakpura Road,525.0,1.0,26.0,1
5168,Kanakpura Road,1332.0,2.0,108.0,2
5171,Kanakpura Road,1596.0,3.0,118.0,3
5175,Kannamangala,957.0,2.0,58.0,2
5176,Kannamangala,957.0,2.0,56.0,2
5179,Kannamangala,1235.0,2.0,43.63,2
5180,Kannamangala,1536.0,3.0,89.0,3
5181,Kannamangala,1262.0,2.0,55.0,2
5183,Kannamangala,1574.0,3.0,93.34,3
5184,Kannamangala,957.0,2.0,52.5,2
5185,Kannamangala,1536.0,3.0,104.0,3
5186,Kannamangala,957.0,2.0,54.5,2
5187,Kannamangala,1865.0,3.0,139.0,3
5189,Kannamangala,957.0,2.0,55.0,2
5190,Kannamangala,1536.0,3.0,107.0,3
5191,Kannamangala,1814.0,3.0,129.0,3
5192,Kannamangala,957.0,2.0,56.0,2
5194,Karuna Nagar,1200.0,2.0,34.0,3
5195,Karuna Nagar,1163.0,3.0,180.0,3
5196,Karuna Nagar,2500.0,3.0,180.0,3
5197,Karuna Nagar,1240.0,3.0,165.0,3
5198,Karuna Nagar,2500.0,3.0,190.0,3
5199,Karuna Nagar,1962.0,3.0,175.0,3
5200,Karuna Nagar,1057.0,2.0,65.0,2
5201,Karuna Nagar,1300.0,3.0,170.0,3
5202,Karuna Nagar,1354.0,2.0,98.0,3
5203,Karuna Nagar,1945.0,3.0,115.0,3
5204,Karuna Nagar,1960.0,3.0,165.0,3
5205,Kasavanhalli,1060.0,2.0,58.06,2
5206,Kasavanhalli,1563.05,3.0,105.0,3
5207,Kasavanhalli,1000.0,4.0,110.0,3
5208,Kasavanhalli,1717.0,3.0,99.0,3
5210,Kasavanhalli,3260.0,4.0,240.0,4
5212,Kasavanhalli,1349.0,2.0,78.0,2
5213,Kasavanhalli,1121.0,2.0,78.0,2
5215,Kasavanhalli,1100.0,2.0,50.0,2
5217,Kasavanhalli,1200.0,2.0,78.0,2
5219,Kasavanhalli,1870.0,3.0,200.0,3
5221,Kasavanhalli,1476.0,3.0,89.0,3
5223,Kasavanhalli,1200.0,2.0,50.0,2
5224,Kasavanhalli,1000.0,4.0,110.0,3
5225,Kasavanhalli,1719.0,3.0,116.0,3
5226,Kasavanhalli,1115.0,2.0,50.0,2
5227,Kasavanhalli,1125.0,2.0,61.2,2
5228,Kasavanhalli,2170.0,3.0,151.0,3
5231,Kasavanhalli,1476.0,3.0,95.0,3
5232,Kasavanhalli,1200.0,2.0,50.3,2
5234,Kasavanhalli,1787.0,3.0,123.0,3
5235,Kasavanhalli,1090.0,2.0,59.8,2
5236,Kasavanhalli,1691.0,3.0,104.0,3
5238,Kasavanhalli,2111.0,4.0,120.0,3
5240,Kasavanhalli,950.0,2.0,39.0,2
5241,Kasavanhalli,1105.0,2.0,42.0,2
5246,Kasavanhalli,1719.0,3.0,184.0,3
5247,Kasavanhalli,770.0,1.0,43.82,1
5248,Kasavanhalli,1147.0,2.0,60.0,2
5249,Kasavanhalli,1375.0,2.0,72.0,2
5251,Kasavanhalli,1200.0,2.0,60.0,2
5252,Kasavanhalli,4260.0,4.0,333.0,4
5253,Kasavanhalli,1495.0,2.0,83.0,2
5254,Kasavanhalli,5000.0,2.0,400.0,2
5255,Kasavanhalli,4000.0,4.0,325.0,4
5256,Kasavanhalli,1225.0,2.0,69.0,3
5257,Kasavanhalli,1917.0,3.0,132.0,3
5258,Kasavanhalli,1375.0,2.0,78.0,2
5259,Kasavanhalli,4408.0,4.0,344.0,4
5260,Kasavanhalli,1309.0,2.0,95.0,2
5261,Kasavanhalli,1476.0,3.0,105.0,3
5262,Kasavanhalli,1158.0,2.0,67.0,2
5263,Kasavanhalli,1214.0,2.0,67.0,2
5264,Kasavanhalli,2110.0,4.0,120.0,3
5265,Kasavanhalli,1495.0,2.0,110.0,2
5267,Kasavanhalli,1575.0,2.0,85.0,2
5268,Kasavanhalli,1069.0,2.0,55.0,2
5269,Kasavanhalli,1100.0,2.0,68.0,2
5270,Kasavanhalli,1715.0,3.0,112.0,3
5271,Kasavanhalli,1100.0,2.0,65.0,2
5272,Kasavanhalli,1230.0,2.0,66.25,2
5273,Kasavanhalli,1819.0,3.0,150.0,3
5274,Kasavanhalli,1189.0,2.0,45.0,2
5277,Kasavanhalli,1585.0,2.0,90.0,2
5278,Kasavanhalli,1245.0,2.0,80.0,2
5279,Kasavanhalli,2035.0,3.0,142.0,3
5280,Kasavanhalli,1747.0,3.0,110.0,3
5281,Kasavanhalli,1377.0,2.0,80.0,2
5282,Kasavanhalli,1181.0,2.0,61.0,2
5283,Kasavanhalli,1121.0,2.0,75.0,2
5284,Kasturi Nagar,1925.0,3.0,125.0,3
5285,Kasturi Nagar,1567.0,2.0,92.0,2
5288,Kasturi Nagar,1080.0,2.0,80.0,2
5289,Kasturi Nagar,1101.0,2.0,65.0,2
5291,Kasturi Nagar,1896.0,3.0,125.0,4
5292,Kasturi Nagar,1100.0,2.0,58.0,2
5293,Kasturi Nagar,1570.0,3.0,110.0,3
5294,Kasturi Nagar,1000.0,2.0,58.0,2
5295,Kasturi Nagar,1101.0,2.0,66.0,2
5296,Kasturi Nagar,2507.0,4.0,155.0,4
5297,Kathriguppe,1400.0,2.0,77.0,3
5298,Kathriguppe,1250.0,2.0,68.75,3
5299,Kathriguppe,1650.0,3.0,125.0,3
5300,Kathriguppe,1245.0,2.0,68.48,3
5301,Kathriguppe,1350.0,2.0,87.01,3
5302,Kathriguppe,1350.0,2.0,80.99,3
5303,Kathriguppe,1365.0,2.0,75.08,3
5304,Kathriguppe,1300.0,3.0,77.99,3
5305,Kathriguppe,1350.0,2.0,80.99,3
5306,Kathriguppe,1390.0,2.0,76.45,3
5307,Kathriguppe,1350.0,3.0,78.3,3
5308,Kathriguppe,1250.0,2.0,68.75,3
5309,Kathriguppe,1300.0,3.0,77.99,3
5310,Kathriguppe,1335.0,2.0,73.43,3
5311,Kathriguppe,1300.0,3.0,77.99,3
5312,Kathriguppe,1300.0,3.0,77.99,3
5313,Kathriguppe,1335.0,2.0,73.43,3
5314,Kathriguppe,1350.0,3.0,80.99,3
5315,Kathriguppe,1390.0,2.0,69.49,3
5316,Kathriguppe,1250.0,2.0,68.75,2
5317,Kathriguppe,754.0,2.0,69.99,2
5318,Kathriguppe,1350.0,3.0,80.99,3
5319,Kaval Byrasandra,1200.0,2.0,52.0,2
5320,Kaval Byrasandra,1020.0,2.0,52.0,2
5321,Kaval Byrasandra,1200.0,2.0,49.5,2
5322,Kaval Byrasandra,945.0,2.0,50.0,2
5323,Kaval Byrasandra,1060.0,2.0,45.0,2
5325,Kaval Byrasandra,1100.0,2.0,46.0,2
5326,Kaval Byrasandra,1185.0,2.0,49.0,2
5327,Kaval Byrasandra,997.0,2.0,53.0,2
5328,Kaval Byrasandra,1060.0,2.0,42.0,2
5329,Kaval Byrasandra,480.0,1.0,25.0,1
5330,Kaval Byrasandra,1125.0,2.0,41.5,2
5331,Kaval Byrasandra,1180.0,2.0,60.0,2
5332,Kaval Byrasandra,1450.0,3.0,75.0,3
5333,Kaval Byrasandra,1066.0,2.0,55.0,2
5334,Kaval Byrasandra,1025.0,2.0,60.0,2
5336,Kaval Byrasandra,935.0,2.0,78.0,2
5337,Kaval Byrasandra,2700.0,3.0,200.0,3
5338,Kaval Byrasandra,1400.0,3.0,75.0,3
5339,Kenchenahalli,1015.0,2.0,58.0,2
5340,Kenchenahalli,715.0,1.0,45.0,1
5341,Kenchenahalli,1150.0,2.0,58.0,2
5342,Kenchenahalli,1280.0,2.0,69.0,3
5343,Kenchenahalli,1200.0,3.0,125.0,4
5344,Kenchenahalli,1410.0,2.0,73.0,3
5345,Kenchenahalli,870.0,1.0,45.0,2
5346,Kenchenahalli,1150.0,2.0,60.0,2
5347,Kenchenahalli,700.0,1.0,35.0,1
5348,Kenchenahalli,1165.0,2.0,45.0,2
5349,Kenchenahalli,1060.0,2.0,52.0,2
5350,Kenchenahalli,1150.0,2.0,57.0,2
5351,Kenchenahalli,1720.0,3.0,100.0,3
5352,Kenchenahalli,1015.0,2.0,60.0,2
5353,Kengeri,600.0,1.0,15.0,1
5354,Kengeri,2894.0,4.0,245.0,4
5357,Kengeri,750.0,2.0,38.0,2
5359,Kengeri,340.0,1.0,10.0,1
5360,Kengeri,1197.0,2.0,50.0,2
5361,Kengeri,8000.0,5.0,500.0,5
5362,Kengeri,1200.0,2.0,58.0,2
5364,Kengeri,726.0,2.0,31.0,2
5366,Kengeri,1025.0,2.0,57.0,2
5372,Kengeri,750.0,2.0,36.0,2
5373,Kengeri,3500.0,5.0,275.0,3
5374,Kengeri,963.0,2.0,40.0,2
5376,Kengeri,726.0,2.0,35.0,2
5378,Kengeri,416.0,1.0,19.5,1
5379,Kengeri,900.0,2.0,45.0,2
5382,Kengeri,502.0,1.0,25.0,1
5384,Kengeri,1200.0,3.0,67.0,3
5385,Kengeri,725.0,2.0,30.0,2
5386,Kengeri,500.0,1.0,17.0,1
5387,Kengeri,540.0,1.0,22.5,1
5388,Kengeri,750.0,2.0,35.5,2
5391,Kengeri,1200.0,2.0,58.0,2
5392,Kengeri,400.0,2.0,25.0,1
5395,Kengeri,750.0,2.0,36.5,2
5396,Kengeri,2540.0,4.0,160.0,4
5398,Kengeri,416.0,1.0,18.0,1
5399,Kengeri,1200.0,1.0,14.0,1
5401,Kengeri,883.0,2.0,49.0,2
5402,Kengeri,1052.0,2.0,51.0,2
5404,Kengeri,1220.0,2.0,63.0,2
5405,Kengeri,1150.0,1.0,52.0,1
5406,Kengeri,1192.0,2.0,53.5,2
5408,Kengeri,750.0,2.0,40.0,2
5409,Kengeri,600.0,1.0,35.0,1
5411,Kengeri,1035.0,2.0,51.5,2
5412,Kengeri,3000.0,5.0,130.0,8
5413,Kengeri,410.0,1.0,15.0,1
5414,Kengeri,400.0,1.0,25.0,1
5415,Kengeri,416.0,1.0,17.19,1
5418,Kengeri,2500.0,4.0,100.0,5
5419,Kengeri,550.0,1.0,16.75,1
5420,Kengeri Satellite Town,890.0,2.0,35.0,2
5421,Kengeri Satellite Town,883.0,2.0,45.0,2
5422,Kengeri Satellite Town,1415.0,2.0,66.0,3
5423,Kengeri Satellite Town,930.0,1.0,30.0,1
5424,Kengeri Satellite Town,1635.0,2.0,78.0,3
5425,Kengeri Satellite Town,1072.0,2.0,25.0,2
5426,Kengeri Satellite Town,1050.0,2.0,43.0,2
5427,Kengeri Satellite Town,1007.0,2.0,42.0,2
5428,Kengeri Satellite Town,1043.0,2.0,65.0,2
5430,Kengeri Satellite Town,635.0,1.0,22.0,2
5431,Kengeri Satellite Town,818.0,2.0,26.0,2
5432,Kengeri Satellite Town,1030.0,2.0,50.0,2
5433,Kengeri Satellite Town,1200.0,2.0,65.0,2
5434,Kengeri Satellite Town,795.0,2.0,32.0,2
5435,Kengeri Satellite Town,1302.5,2.0,44.285,2
5436,Kengeri Satellite Town,800.0,2.0,40.0,2
5437,Kengeri Satellite Town,4100.0,3.0,300.0,4
5438,Kengeri Satellite Town,654.0,1.0,22.0,1
5439,Kengeri Satellite Town,1060.0,2.0,42.0,2
5440,Kengeri Satellite Town,750.0,2.0,33.0,2
5441,Kengeri Satellite Town,920.0,2.0,39.0,2
5442,Kengeri Satellite Town,985.0,2.0,42.0,2
5443,Kengeri Satellite Town,2480.0,2.0,160.0,2
5444,Kengeri Satellite Town,410.0,1.0,15.0,1
5445,Kengeri Satellite Town,1120.0,2.0,49.0,2
5447,Kengeri Satellite Town,1110.0,2.0,43.0,2
5448,Kengeri Satellite Town,1170.0,2.0,50.0,2
5449,Kengeri Satellite Town,777.4,2.0,25.0,2
5450,Kengeri Satellite Town,1025.0,2.0,28.57,2
5452,Kengeri Satellite Town,800.0,2.0,32.0,2
5453,Kereguddadahalli,950.0,2.0,32.0,2
5454,Kereguddadahalli,1400.0,2.0,48.0,3
5455,Kereguddadahalli,800.0,2.0,28.0,2
5456,Kereguddadahalli,904.0,2.0,30.0,2
5458,Kereguddadahalli,1000.0,2.0,30.0,2
5459,Kereguddadahalli,1240.0,3.0,41.0,3
5460,Kereguddadahalli,600.0,1.0,19.5,1
5461,Kereguddadahalli,1080.0,2.0,32.0,2
5462,Kereguddadahalli,1000.0,2.0,34.0,2
5463,Kereguddadahalli,1105.0,2.0,27.6,2
5465,Kereguddadahalli,800.0,2.0,33.0,2
5467,Kereguddadahalli,1015.0,2.0,35.0,2
5468,Kodichikkanahalli,1190.0,2.0,57.0,3
5469,Kodichikkanahalli,995.0,2.0,41.0,2
5470,Kodichikkanahalli,650.0,1.0,38.0,1
5471,Kodichikkanahalli,2700.0,7.0,125.0,5
5472,Kodichikkanahalli,1495.0,2.0,75.0,3
5473,Kodichikkanahalli,3250.0,4.0,180.0,4
5474,Kodichikkanahalli,1125.0,2.0,52.0,2
5475,Kodichikkanahalli,1150.0,2.0,48.0,2
5476,Kodichikkanahalli,1070.0,2.0,43.0,2
5477,Kodichikkanahalli,1620.0,2.0,85.0,3
5479,Kodichikkanahalli,1025.0,2.0,66.0,2
5480,Kodichikkanahalli,1026.0,2.0,45.0,2
5481,Kodichikkanahalli,2500.0,7.0,125.0,5
5482,Kodichikkanahalli,450.0,1.0,18.0,1
5483,Kodichikkanahalli,907.0,2.0,38.5,2
5484,Kodichikkanahalli,1181.0,2.0,57.0,2
5485,Kodichikkanahalli,900.0,2.0,42.0,2
5486,Kodichikkanahalli,1060.0,2.0,34.0,2
5488,Kodichikkanahalli,1680.0,2.0,59.0,2
5489,Kodichikkanahalli,1400.0,3.0,66.0,3
5490,Kodichikkanahalli,976.0,2.0,50.0,2
5491,Kodichikkanahalli,2700.0,4.0,125.0,5
5492,Kodichikkanahalli,1299.0,2.0,58.0,2
5493,Kodichikkanahalli,900.0,2.0,35.0,2
5494,Kodigehaali,1166.0,2.0,55.0,2
5495,Kodigehaali,1320.0,3.0,65.0,3
5496,Kodigehaali,1117.0,2.0,56.0,2
5497,Kodigehaali,1200.0,2.0,55.0,2
5498,Kodigehaali,1200.0,2.0,60.0,2
5499,Kodigehaali,2120.0,3.0,177.0,3
5500,Kodigehaali,1013.0,2.0,51.0,2
5501,Kodigehaali,1324.0,3.0,65.0,3
5502,Kodigehaali,965.0,2.0,38.0,2
5503,Kodigehaali,1200.0,4.0,130.0,4
5504,Kodigehaali,866.0,2.0,32.0,2
5505,Kodigehaali,1442.0,3.0,80.0,3
5506,Kodigehalli,1270.0,2.0,98.0,2
5507,Kodigehalli,1086.0,2.0,33.66,2
5508,Kodigehalli,1200.0,2.0,48.0,2
5509,Kodigehalli,655.0,1.0,53.0,1
5510,Kodigehalli,1820.0,3.0,150.0,3
5511,Kodigehalli,635.0,1.0,28.0,2
5512,Kodigehalli,1200.0,4.0,156.0,3
5513,Kodihalli,3252.0,5.0,335.0,4
5514,Kodihalli,3073.0,5.0,696.0,4
5515,Kodihalli,2700.0,4.0,270.0,3
5516,Kodihalli,2392.0,4.0,260.0,3
5517,Kodihalli,2408.0,4.0,260.0,3
5518,Kodihalli,2500.0,4.0,260.0,3
5519,Kodihalli,1620.0,3.0,130.0,3
5520,Kodihalli,3260.0,5.0,388.0,4
5521,Kodihalli,1000.0,2.0,62.0,2
5522,Kodihalli,3197.0,5.0,335.0,4
5523,Kodihalli,1490.0,2.0,150.0,2
5524,Kodihalli,3626.0,5.0,785.0,4
5525,Kodihalli,1400.0,3.0,81.0,3
5526,Kodihalli,3522.0,5.0,716.0,4
5527,Kodihalli,3626.0,5.0,788.0,4
5528,Kogilu,1909.0,3.0,88.0,3
5530,Kogilu,1170.0,2.0,51.99,2
5531,Kogilu,650.0,2.0,28.0,2
5532,Kogilu,1140.0,2.0,50.66,2
5533,Kogilu,1200.0,2.0,53.33,2
5534,Kogilu,1934.0,3.0,150.0,3
5535,Kogilu,540.0,1.0,36.0,1
5536,Kogilu,1559.0,3.0,127.0,3
5537,Kogilu,1190.0,2.0,50.66,2
5538,Kogilu,1140.0,2.0,50.66,2
5539,Kogilu,1559.0,3.0,120.0,3
5540,Kogilu,700.0,1.0,30.84,1
5541,Kogilu,1250.0,2.0,55.55,2
5542,Kogilu,1200.0,2.0,53.33,2
5543,Kogilu,952.0,2.0,49.0,2
5544,Kogilu,700.0,1.0,30.84,1
5545,Kogilu,1250.0,2.0,55.55,2
5546,Kogilu,2456.0,7.0,85.0,7
5547,Kogilu,1140.0,2.0,50.66,2
5548,Kogilu,1140.0,2.0,50.66,2
5549,Konanakunte,2791.0,3.0,223.0,3
5550,Konanakunte,884.0,1.0,58.0,2
5551,Konanakunte,1637.0,3.0,73.0,3
5552,Konanakunte,1400.0,2.0,73.0,3
5554,Konanakunte,2779.0,3.0,317.0,3
5555,Konanakunte,1200.0,4.0,125.0,4
5556,Konanakunte,1200.0,2.0,130.0,4
5557,Konanakunte,2400.0,2.0,180.0,3
5558,Konanakunte,3746.0,6.0,375.0,4
5559,Konanakunte,3621.0,4.0,511.0,4
5560,Konanakunte,1423.0,2.0,85.0,3
5562,Koramangala,1320.0,2.0,165.0,2
5563,Koramangala,1253.0,2.0,102.0,2
5564,Koramangala,1580.0,3.0,160.0,3
5566,Koramangala,1120.0,2.0,65.0,2
5568,Koramangala,1005.0,1.0,110.0,2
5569,Koramangala,2292.0,4.0,275.0,3
5571,Koramangala,1290.0,2.0,100.0,2
5572,Koramangala,1300.0,2.0,110.0,2
5575,Koramangala,1325.0,2.0,119.0,2
5576,Koramangala,1140.0,2.0,75.2,2
5577,Koramangala,2700.0,4.0,450.0,4
5578,Koramangala,1260.0,2.0,100.0,2
5579,Koramangala,1975.0,3.0,210.0,3
5580,Koramangala,1900.0,2.0,200.0,2
5582,Koramangala,2292.0,3.0,286.0,3
5583,Koramangala,2300.0,3.0,290.0,3
5586,Koramangala,2503.0,6.0,325.0,4
5588,Koramangala,1320.0,2.0,150.0,2
5589,Koramangala,1320.0,2.0,110.0,2
5590,Koramangala,5985.0,4.0,775.0,4
5591,Koramangala,2461.0,6.0,353.0,4
5593,Koramangala,2246.0,3.0,300.0,3
5594,Koramangala,1300.0,2.0,82.0,2
5597,Koramangala,1083.0,2.0,100.0,2
5598,Koramangala,1744.0,3.0,200.0,3
5600,Koramangala,1180.0,2.0,128.0,2
5601,Koramangala,1320.0,2.0,160.0,2
5602,Koramangala,1370.0,2.0,125.0,2
